name,bio,Duplicate,Remove End,Remove Front,bio_cleaned,Check,Last_Name,Name_in_Bio
"Acaba, Joseph",,,,,"Joseph Michael ""Joe"" Acabá is an American educator, hydrogeologist, and NASA astronaut. In May 2004 he became the first person of Puerto Rican heritage to be named as a NASA astronaut candidate, when he was selected as a member of NASA Astronaut Training Group 19. He completed his training on February 10, 2006 and was assigned to STS-119, which flew from March 15 to March 28, 2009 to deliver the final set of solar arrays to the International Space Station.  Acabá served as a Flight Engineer aboard the International Space Station, having launched on May 15, 2012. He arrived at the space station on May 17 and returned to Earth on September 17, 2012. Acaba returned to the International Space Station in 2017 as a member of Expedition 53/54.",,Acaba,FOUND
"Antonelli, Dominic",,,,,"Dominic Anthony ""Tony"" Antonelli is a retired NASA astronaut. Antonelli was born in Detroit, Michigan, but was raised in both Indiana and North Carolina. He is married and has two children.",,Antonelli,FOUND
"Kimbrough, Robert",,,,,"Robert Shane Kimbrough is a retired United States Army officer, and a NASA astronaut. He was part of the first group of candidates selected for NASA astronaut training following the Space Shuttle Columbia disaster. Kimbrough is a veteran of two spaceflights, the first being a Space Shuttle flight, and the second being a 6-month mission to the ISS on board a Russian Soyuz craft.",,Kimbrough,FOUND
"Bowen, Stephen",,,,,"Stephen Gerard ""Steve"" Bowen is a United States Navy submariner and a NASA astronaut; he was the second submariner to travel into space. Bowen has been on three spaceflights, all of which were Space Shuttle missions to the International Space Station. His first mission, STS-126, took place in November 2008, and his second was STS-132 in May 2010. In March 2011, Bowen completed his third spaceflight as a Mission Specialist on STS-133, which was Space Shuttle Discovery's final planned flight. Having flown on both STS-132 and STS-133, Bowen became the first and only astronaut to fly on consecutive shuttle missions. Originally Tim Kopra was scheduled to fly on STS-133, but Kopra had a bicycle injury shortly before the mission, and so he was replaced by Bowen.",,Bowen,FOUND
"Boe, Eric",,,,,"Eric Allen Boe is a United States Air Force fighter pilot Colonel, test pilot, a Civil Air Patrol member, and a NASA astronaut. He flew as the pilot of Space Shuttle missions STS-126 and STS-133.",,Boe,FOUND
"Garriott, Richard",,,,,"Richard Allen Garriott de Cayeux is an English-American video-game developer and entrepreneur. Garriott, who is the son of NASA astronaut Owen Garriott, was originally a game designer and programmer, and is now involved in a number of aspects of computer-game development. On October 12, 2008, Richard flew aboard the Soyuz TMA-13 mission to the International Space Station as a private astronaut, returning 12 days later aboard Soyuz TMA-12. He became the second astronaut, and first from the U.S., to have a parent who was also a space traveler. During his ISS flight, he created the first narrative film to be made in space, Apogee of Fear.",,Garriott,FOUND
"Haipeng, Jing",,,,,"Jing Haipeng is a Chinese pilot and astronaut selected as part of the Shenzhou program. A fighter pilot in the People's Liberation Army Air Force, he was selected to be a CNSA astronaut in 1998. He is the first Chinese astronaut to have flown on three missions: Shenzhou 7, Shenzhou 9 and Shenzhou 11.",,Haipeng,FOUND
"Boming, Liu",,,,,"Liu Boming is a Chinese pilot selected as part of the Shenzhou program. A fighter pilot in the People's Liberation Army Air Force, he was selected to be an CNSA member in 1998.",,Boming,FOUND
"Zhigang, Zhai",,,,,"Zhai Zhigang is a major general in the People's Liberation Army Air Force and a CNSA astronaut. During the Shenzhou 7 mission in 2008, he became the first Chinese citizen to carry out a spacewalk.",,Zhigang,FOUND
"Chamitoff, Gregory",,,,,"Gregory Errol Chamitoff is an engineer and former NASA astronaut. He has been to space twice, spending 6 months aboard the ISS across Expedition 17 and 18 in 2008, and another 15 days as part of STS-134 in 2011. STS-134 was the last of Space Shuttle Endeavour which delivered the Alpha Magnetic Spectrometer and completed the US Orbital Segment.In 2008, Chamitoff voted from outer space; he also conducted a live-from-space satellite chat with students attending school in London.",,Chamitoff,FOUND
"Hoshide, Akihiko",,,,,"Akihiko Hoshide is a Japanese engineer and JAXA astronaut. On August 30, 2012, Hoshide became the third Japanese astronaut to walk in space.",,Hoshide,FOUND
"Garan, Ronald",,,,,"Ronald John Garan Jr. is a NASA astronaut.  After graduating from State University of New York College at Oneonta in 1982, he joined the Air Force, becoming a Second Lieutenant in 1984. He became an F-16 pilot, and flew combat missions in Desert Shield and Desert Storm.  Before becoming an astronaut he was the Operations Officer of the 40th Flight Test Squadron. He first flew in space as a Mission Specialist on the STS-124 mission to the International Space Station.  He returned to ISS on April 4, 2011, for a six-month stay as a member of Expedition 27.",,Garan,FOUND
"Nyberg, Karen",,,,,Karen LuJean Nyberg is an American mechanical engineer and retired NASA astronaut. Nyberg became the 50th woman in space on her first mission in 2008.,,Nyberg,FOUND
"Ham, Kenneth",,,,,"Kenneth Todd ""Hock"" Ham is a retired American astronaut and a captain in the United States Navy. Ham was selected for NASA's astronaut program in August 1998, while serving as the F/A-18E/F Super Hornet lead carrier suitability test pilot. Ham's aviator call sign is ""Hock"". As of July 2013, Captain Ham served as the Chair of the Aerospace Engineering Department at the United States Naval Academy, in Annapolis, Maryland. Captain Ham has worked for Bigelow Aerospace in North Las Vegas as of August 2014.",,Ham,FOUND
"So-yeon, Yi",,,,,"Yi So-yeon is an astronaut and biotechnologist who became the first Korean to fly in space. Upon return from her mission aboard the International Space Station, Yi continued as a KARI researcher attending the International Space University before retiring from the agency to pursue an MBA at the University of California, Berkeley Haas School of Business and joining commercial astronaut corps the Association of Spaceflight Professionals.",,So-yeon,FOUND
"Kononenko, Oleg",,,,,"Oleg Dmitriyevich Kononenko is a Russian cosmonaut. He has flown to the International Space Station four times, as a flight engineer for Expedition 17 aboard Soyuz TMA-12, as a flight engineer on Expedition 30 and commander of Expedition 31 aboard Soyuz TMA-03M, as a flight engineer on Expedition 44 and Expedition 45 aboard Soyuz TMA-17M, and as commander of Expedition 58 and Expedition 59 aboard Soyuz MS-11.",,Kononenko,FOUND
"Volkov, Sergey",,,,,"Sergey Aleksandrovich Volkov is a retired Russian cosmonaut and engineer. He was a member of three missions to the International Space Station, spending more than a year in total in space. During his missions he did four spacewalks lasting more than 23 hours in total.",,Volkov,FOUND
"Reisman, Garrett",,,,,"Garrett Erin Reisman is an American engineer and former NASA astronaut. He was a backup crew member for Expedition 15 and joined Expedition 16 aboard the International Space Station for a short time before becoming a member of Expedition 17. He returned to Earth on June 14, 2008 on board STS-124 on Space Shuttle Discovery.  He was a member of the STS-132 mission that traveled to the International Space Station aboard Space Shuttle Atlantis from May 14 to 26, 2010. He is currently a consultant at SpaceX and a Professor of Astronautics Practice at the University of Southern California's Viterbi School of Engineering.",,Reisman,FOUND
"Foreman, Michael",,,,,"Michael James Foreman is a retired U.S. Navy pilot and a NASA astronaut. While with NASA, Foreman was part of a mission that delivered the Japanese Experiment Module and the Canadian Special Purpose Dexterous Manipulator to the International Space Station. Foreman was also a crewmember of the STS-129 mission in November 2009. In 2018, he was elected mayor of Friendswood, Texas. His wife Lorrie is a civil engineer.",,Foreman,FOUND
"Behnken, Robert",,,,,"Robert Louis ""Bob"" Behnken is a NASA astronaut and former Chief of the Astronaut Office. Behnken holds a Ph.D in Mechanical Engineering and the rank of Colonel in the U.S. Air Force, where he served before joining NASA in 2000. He flew aboard Space Shuttle missions STS-123 and STS-130 as a Mission Specialist, accumulating over 708 hours in space, including 37 hours of spacewalk time. He is married to fellow astronaut K. Megan McArthur.Following retirement of the Space Shuttle Behnken was Chief of the Astronaut Office from 2012 to 2015. Assigned to the SpaceX Dragon Capsule in 2018 as part of NASA's Commercial Crew Program, Behnken is scheduled to launch aboard the spacecraft's first crewed mission with fellow astronaut Doug Hurley on May 27, 2020. The mission, Crew Dragon Demo-2, will take Behnken and Hurley to the International Space Station, where they will dock and stay for several weeks.",,Behnken,FOUND
"Love, Stanley",,,,,"Stanley Glen Love, Ph.D. is an American scientist and a NASA astronaut from Oregon.",,Love,FOUND
"Melvin, Leland",,,,,"Leland Devon Melvin is an American engineer and a retired NASA astronaut. He served on board the Space Shuttle Atlantis as a mission specialist on STS-122, and as mission specialist 1 on STS-129.  Melvin was named the NASA Associate Administrator for Education in October 2010.",,Melvin,FOUND
"Poindexter, Alan",,,,,"Alan Goodwin ""Dex"" Poindexter was an American naval officer and a NASA astronaut. Poindexter was selected in the 1998 NASA Group and went into orbit aboard Space Shuttle missions STS-122 and STS-131.",,Poindexter,FOUND
"Nespoli, Paolo",,,,,"Major Paolo Angelo Nespoli is an Italian astronaut and engineer of the European Space Agency. In 2007, he first traveled into space aboard the Space Shuttle Discovery as a mission specialist of STS-120. In December 2010 he again traveled into space aboard the Soyuz TMA-20 spacecraft as an Expedition 26/27 flight engineer. Nespoli's third spaceflight was on board Soyuz MS-05, which launched in July 2017 for Expedition 52/53. He was also the European Space Agency's oldest active astronaut prior to his retirement in 2019.",,Nespoli,FOUND
"Wheelock, Douglas",,,,,"Douglas Harry ""Wheels"" Wheelock is an American engineer and  astronaut. He has flown in space twice, logging 178 days on the Space Shuttle, International Space Station, and Russian Soyuz. On July 12, 2011, Wheelock announced that he would be returning to active duty with the United States Army in support of Operation Enduring Freedom. He is currently working with NASA to test the Orion spacecraft at the Glenn Research Center in Plum Brook, Ohio.",,Wheelock,FOUND
"Zamka, George",,,,,"George David ""Zambo"" Zamka is an American NASA astronaut and United States Marine Corps pilot with over 3500 flight hours in more than 30 different aircraft. Zamka piloted the Space Shuttle Discovery in its October 2007 mission to the International Space Station and served as the commander of mission STS-130 in February 2010.",,Zamka,FOUND
"Al Masrie, Sheikh",,,,,"Dato' Dr. Sheikh Muszaphar Shukor Al Masrie bin Sheikh Mustapha is a Malaysian orthopaedic surgeon and the first Malaysian astronaut. He launched to the International Space Station aboard Soyuz TMA-11 with the Expedition 16 crew on 10 October 2007. Sheikh Muszaphar flew under an agreement with Russia through the Angkasawan program, and returned to Earth on 21 October 2007, aboard Soyuz TMA-10 with the Expedition 15 crew members, Fyodor Yurchikhin and Oleg Kotov.",,Al Masrie,FOUND
